gamePk,home_team_id,home_pitching_player_ERA,home_pitching_player_WHIP,home_pitching_player_K_per9,home_pitching_player_BB_per9,home_pitching_player_HR_per9,home_pitching_player_K_BB_ratio,home_pitching_player_pitches_per_inning,home_pitching_player_strike_to_ball_ratio,home_pitching_player_ground_to_fly_ratio,away_team_id,away_pitching_player_ERA,away_pitching_player_WHIP,away_pitching_player_K_per9,away_pitching_player_BB_per9,away_pitching_player_HR_per9,away_pitching_player_K_BB_ratio,away_pitching_player_pitches_per_inning,away_pitching_player_strike_to_ball_ratio,away_pitching_player_ground_to_fly_ratio
744865,120,2.1,1.3,4.8,1.8,0.0,0.5,14.76666666666667,1.932777777777778,0.9666666666666667,117,3.0,1.5833333333333333,11.25,5.625,0.375,1.6666666666666667,16.833333333333332,2.252083333333333,1.0
744866,120,0.0,0.4761904761904762,6.428571428571428,0.0,0.0,,11.80952380952381,2.6041666666666665,1.4166666666666667,117,8.4375,2.375,7.875,6.75,2.25,1.8333333333333333,21.375,1.6155244856563316,2.0
744867,120,2.625,1.125,8.25,3.0,0.375,1.5,18.25,1.7831439393939394,0.8125,119,2.25,0.9583333333333334,16.125,0.375,0.0,7.0,15.791666666666668,2.773148148148148,1.0
744868,120,1.125,0.5833333333333333,7.875,0.75,0.0,1.5,13.583333333333334,3.116935483870968,1.4166666666666665,141,18.3,9.233333333333334,2.1,27.3,0.0,2.3333333333333335,76.33333333333333,1.5712962962962962,3.0
744869,120,18.705882352941178,5.196078431372549,38.364705882352936,27.705882352941178,18.0,1.5,49.101960784313725,1.4789473684210526,0.888888888888889,134,2.3529411764705883,1.2647058823529413,10.941176470588237,1.1764705882352942,0.5882352941176471,2.5,15.712418300653596,1.7212121212121214,3.0
744870,120,4.134146341463415,1.9878048780487805,8.517073170731708,8.217073170731707,1.5,1.0,20.782926829268295,1.3844298245614035,1.1,134,5.225806451612903,1.3225806451612903,31.427419354838708,5.225806451612903,0.3629032258064516,1.75,32.92741935483871,1.9020833333333333,0.8333333333333334
744871,120,0.8653846153846153,0.5865384615384615,11.391608391608392,3.1153846153846154,0.43269230769230765,2.0,15.49125874125874,4.009803921568627,0.6666666666666666,143,1.6463414634146343,1.2571138211382116,4.673780487804878,3.5213414634146343,0.0,0.6666666666666666,16.346544715447155,2.131845238095238,0.6666666666666666
744872,120,17.625,5.972222222222222,3.0,15.375,0.0,2.0,45.30555555555555,1.689153439153439,1.35,117,3.0,1.4166666666666667,10.5,2.25,0.375,2.0,18.75,2.0032467532467533,0.8333333333333334
744873,120,3.75,1.75,8.625,4.875,0.375,2.75,18.125,2.4635281385281385,2.0,143,0.75,0.625,5.625,4.125,0.375,1.0,25.0,1.6481481481481481,2.6666666666666665
744874,120,1.5,2.0,9.0,14.625,0.0,0.8333333333333334,19.125,1.2458333333333333,4.5,143,0.0,0.5384615384615384,8.276223776223777,3.980769230769231,0.0,1.0,15.63548951048951,1.952724358974359,0.7777777777777778
744875,120,31.65882352941177,7.001782531194296,21.91764705882353,14.942245989304814,0.0,1.125,46.50623885918004,1.6536130536130536,1.75,134,4.575,1.3,9.9,3.9,1.125,2.3333333333333335,23.35,2.0415263748597083,0.625
744876,141,13.0,6.895959595959596,26.45,4.3,0.0,1.8333333333333333,59.24292929292929,2.1339371980676325,1.2222222222222223,111,12.9375,4.5,3.375,26.4375,0.0,0.5,35.46875,1.5465909090909091,1.1
744877,141,0.375,1.0416666666666667,7.875,1.125,0.0,1.0,15.375,2.0504901960784316,0.3888888888888889,111,5.55,1.4833333333333334,8.775,0.9,1.875,1.0,20.191666666666666,4.75959595959596,0.8333333333333334
744878,141,42.480000000000004,7.006666666666666,22.8,0.72,1.8,2.5,47.81333333333333,2.1419047619047618,0.8333333333333333,146,0.9,0.675,5.4,2.025,0.9,2.5,13.25,2.0012787723785164,1.5
744879,141,15.0,2.533333333333333,8.4,6.6,3.0,0.7777777777777777,17.6,2.605714285714286,1.3333333333333333,146,24.3,6.538961038961039,26.966883116883118,29.536363636363635,0.45,0.9444444444444443,66.78463203463204,3.0124801271860098,0.55
744880,141,5.4,1.45,8.8875,1.8,0.0,2.0,18.313636363636363,2.044877344877345,2.6666666666666665,146,0.49180327868852464,1.182314952806756,13.859910581222058,6.438152011922504,0.0,2.3333333333333335,21.9672131147541,1.217063492063492,1.0
744881,141,90.375,16.75,0.375,75.375,30.375,0.3333333333333333,102.95833333333333,1.2460860313117494,0.2380952380952381,121,9.290322580645162,3.425806451612903,4.122580645161291,10.161290322580644,0.0,1.0,32.516129032258064,1.8653846153846154,0.8125
744882,141,2.314285714285714,0.9142857142857143,6.171428571428572,0.5142857142857142,1.8,1.5,14.371428571428572,2.1517647058823526,1.75,138,3.3954545454545455,1.4484848484848483,5.6454545454545455,3.2454545454545456,0.0,2.3333333333333335,17.23787878787879,2.160930735930736,0.8333333333333334
744883,141,1.6158536585365855,1.7737127371273713,10.981707317073171,9.365853658536585,1.25,1.0,26.631436314363146,1.5923809523809525,0.7777777777777777,138,12.15,4.15,16.425,12.375,0.45,2.0,30.975,2.7395833333333335,2.0
744884,141,3.4285714285714284,0.5238095238095238,4.714285714285714,0.8571428571428571,0.42857142857142855,2.0,12.61904761904762,1.9238095238095239,1.6111111111111114,138,3.588235294117647,4.624183006535948,5.088235294117648,3.2647058823529407,0.5882352941176471,1.6666666666666667,41.37581699346405,1.7083333333333333,1.875
744885,141,2.231707317073171,1.7804878048780488,3.731707317073171,13.060975609756099,0.0,0.09523809523809523,22.910569105691057,1.438095238095238,1.5,111,1.8,1.8800000000000001,1.6363636363636362,0.36,0.0,0.0,15.48,2.192857142857143,1.0
744886,141,18.3,4.2,15.0,18.3,0.0,4.0,53.96666666666666,2.0815789473684214,0.75,121,3.3201219512195124,2.7347560975609757,15.722560975609756,4.472560975609756,0.0,1.0,30.259146341463413,1.6660439560439562,0.611111111111111
744887,141,3.375,1.25,6.75,4.5,3.0,0.5,16.958333333333332,1.5357142857142856,1.1666666666666667,143,0.8571428571428571,0.6190476190476191,12.0,3.0,0.0,2.0,14.571428571428571,1.9537037037037035,1.0
744888,141,2.3625,0.9875,10.697727272727272,4.725,0.0,1.0,17.077272727272728,2.315714285714286,1.25,121,36.0,3.3,18.9,0.6,0.0,4.5,53.733333333333334,1.44,1.1666666666666667
744889,141,1.5,0.75,13.5,0.75,0.0,3.0,15.833333333333332,1.9085622710622712,1.0,108,1.125,1.7916666666666667,25.125,11.25,0.0,0.0,31.833333333333336,1.5475187969924813,7.0
