gamePk,team_side,team_id,team_name,inningsPitched,outs,runs,earnedRuns,hits,homeRuns,strikeOuts,baseOnBalls,hitBatsmen,numberOfPitches,balls,strikes,strikePercentage,groundOuts,flyOuts,completeGames,shutouts,saveOpportunities
747147,home,109,Arizona Diamondbacks,9.0,27,2,1,4,0,11,1,0,127,40,87,.690,10,4,0,0,0
745201,away,133,Oakland Athletics,8.0,24,6,6,9,1,8,2,2,140,47,93,.660,7,4,0,0,0
745201,home,136,Seattle Mariners,9.0,27,4,4,7,0,12,1,0,133,43,90,.680,6,7,0,0,0
745846,away,110,Baltimore Orioles,9.0,27,2,2,7,2,8,2,0,114,35,79,.690,3,8,0,0,0
745846,home,142,Minnesota Twins,9.0,27,6,6,9,2,8,2,0,152,53,99,.650,8,7,0,0,0
746416,away,145,Chicago White Sox,9.0,27,5,5,6,1,4,7,0,153,64,89,.580,6,10,0,0,0
746416,home,116,Detroit Tigers,9.0,27,9,8,11,1,7,4,1,184,66,118,.640,9,4,0,0,0
745932,away,121,New York Mets,9.0,27,0,0,3,0,12,4,0,144,56,88,.610,8,5,0,1,0
745932,home,158,Milwaukee Brewers,9.0,27,5,5,12,1,6,3,1,152,60,92,.610,11,7,0,0,0
746820,away,113,Cincinnati Reds,10.0,30,0,0,3,0,6,7,0,153,59,94,.610,8,9,0,1,0
746820,home,112,Chicago Cubs,10.0,30,3,3,9,0,7,4,0,169,59,110,.650,11,7,0,0,0
747061,away,118,Kansas City Royals,9.0,27,2,1,8,1,7,2,1,169,58,111,.660,8,7,0,0,0
747061,home,144,Atlanta Braves,9.0,27,4,4,5,2,14,3,0,144,46,98,.680,7,4,0,0,0
746577,away,117,Houston Astros,0.0,0,0,0,0,0,0,0,0,0,0,0,-.--,0,0,0,0,0
746577,home,114,Cleveland Guardians,0.0,0,0,0,0,0,0,0,0,0,0,0,-.--,0,0,0,0,0
747139,away,121,New York Mets,9.0,27,7,7,12,2,11,4,1,174,67,107,.610,7,4,0,0,0
747139,home,144,Atlanta Braves,9.0,27,8,8,11,2,7,1,0,148,45,103,.700,14,3,0,0,0
747064,away,121,New York Mets,8.0,24,3,3,6,0,7,5,0,141,60,81,.570,9,4,0,0,0
747064,home,144,Atlanta Braves,9.0,27,0,0,3,0,11,1,1,114,37,77,.680,7,5,0,1,0
746155,away,144,Atlanta Braves,8.0,24,11,11,16,5,7,5,0,153,58,95,.620,7,8,0,0,0
746155,home,119,Los Angeles Dodgers,9.0,27,2,2,6,0,12,2,0,131,50,81,.620,8,4,0,0,0
745504,away,115,Colorado Rockies,8.0,24,5,5,9,1,6,0,0,118,33,85,.720,12,4,0,0,0
745504,home,134,Pittsburgh Pirates,9.0,27,3,3,7,2,6,3,0,130,43,87,.670,7,8,0,0,0
744861,away,141,Toronto Blue Jays,8.0,24,11,10,11,3,8,5,1,139,54,85,.610,10,6,0,0,0
744861,home,120,Washington Nationals,9.0,27,8,3,10,1,6,6,0,179,69,110,.610,11,3,0,0,0
745751,away,116,Detroit Tigers,7.0,21,5,5,9,1,13,3,0,146,52,94,.640,3,2,0,0,0
745751,home,147,New York Yankees,8.0,24,2,2,5,0,11,2,0,132,46,86,.650,4,6,0,0,0
746643,away,108,Los Angeles Angels,8.0,24,4,4,5,2,8,2,1,121,43,78,.640,5,5,0,0,0
746643,home,114,Cleveland Guardians,9.0,27,1,1,6,0,7,3,0,106,33,73,.690,9,2,0,0,0
745103,away,121,New York Mets,9.0,27,7,6,9,1,11,9,0,176,67,109,.620,8,4,0,0,0
745103,home,139,Tampa Bay Rays,10.0,30,6,4,8,1,9,7,2,193,84,109,.560,4,13,0,0,0
746395,away,136,Seattle Mariners,9.0,27,4,4,8,2,5,2,1,124,38,86,.690,8,9,0,0,0
746395,home,117,Houston Astros,9.0,27,5,5,10,2,8,4,3,166,62,104,.630,7,4,0,0,0
746314,away,140,Texas Rangers,10.0,30,2,2,7,0,10,2,0,135,45,90,.670,7,8,0,0,0
746314,home,118,Kansas City Royals,10.0,30,3,2,8,1,12,2,1,136,40,96,.710,9,4,0,0,0
745913,away,111,Boston Red Sox,9.0,27,2,2,9,1,8,3,0,151,53,98,.650,6,5,0,0,0
745913,home,142,Minnesota Twins,9.0,27,9,9,11,2,8,3,0,172,61,111,.650,7,6,0,0,0
745185,away,145,Chicago White Sox,9.0,27,1,1,4,1,11,0,0,141,46,95,.670,7,6,0,0,0
745185,home,138,St. Louis Cardinals,9.0,27,5,5,9,1,12,0,0,136,43,93,.680,9,2,0,0,0
746883,away,158,Milwaukee Brewers,8.0,24,5,5,7,1,7,7,1,151,66,85,.560,8,4,0,0,0
746883,home,112,Chicago Cubs,9.0,27,0,0,5,0,9,3,0,125,42,83,.660,11,4,0,1,0
745667,away,146,Miami Marlins,9.0,27,3,3,5,0,7,5,0,153,63,90,.590,8,8,0,0,0
745667,home,133,Oakland Athletics,9.0,27,12,12,14,1,8,5,1,176,70,106,.600,12,2,0,0,0
746719,away,110,Baltimore Orioles,9.0,27,1,1,3,0,8,3,0,137,57,80,.580,8,5,0,0,0
746719,home,113,Cincinnati Reds,9.0,27,11,11,11,3,10,5,1,166,66,100,.600,6,3,0,0,0
747206,away,135,San Diego Padres,8.0,24,11,10,13,2,4,3,0,124,44,80,.650,9,6,0,0,0
747206,home,109,Arizona Diamondbacks,9.0,27,4,4,12,1,6,1,0,161,48,113,.700,13,6,0,0,0
746153,away,144,Atlanta Braves,8.0,24,5,5,5,3,8,3,1,124,46,78,.630,12,2,0,0,0
746153,home,119,Los Angeles Dodgers,9.0,27,1,1,5,1,7,2,0,112,37,75,.670,7,9,0,0,0
745587,away,137,San Francisco Giants,8.0,24,5,4,10,1,17,2,0,159,57,102,.640,5,1,0,0,0
745587,home,143,Philadelphia Phillies,9.0,27,4,4,7,2,11,2,2,142,51,91,.640,2,5,0,0,0
745585,away,137,San Francisco Giants,8.0,24,6,6,10,2,7,4,0,136,53,83,.610,10,6,0,0,0
745585,home,143,Philadelphia Phillies,9.0,27,1,0,5,0,13,1,0,133,47,86,.650,3,7,0,0,0
746639,away,116,Detroit Tigers,8.0,24,2,2,7,1,10,1,0,135,45,90,.670,6,4,0,0,0
746639,home,114,Cleveland Guardians,9.0,27,1,1,6,1,9,4,0,136,51,85,.630,6,7,0,0,0
745509,away,108,Los Angeles Angels,8.0,24,4,4,6,1,6,3,0,106,37,69,.650,6,5,0,0,0
745509,home,134,Pittsburgh Pirates,9.0,27,1,1,5,1,5,1,0,109,34,75,.690,15,3,0,0,0
745098,away,145,Chicago White Sox,8.0,24,8,6,13,1,3,5,0,149,56,93,.620,8,6,0,0,0
745098,home,139,Tampa Bay Rays,9.0,27,2,2,4,1,11,3,0,131,38,93,.710,8,7,0,0,0
746313,away,158,Milwaukee Brewers,8.0,24,3,3,5,1,8,5,2,127,51,76,.600,7,4,0,0,0
746313,home,118,Kansas City Royals,9.0,27,2,2,3,1,10,5,0,144,57,87,.600,9,3,0,0,0
746886,away,135,San Diego Padres,9.0,27,3,3,7,2,11,6,0,171,57,114,.670,6,5,0,0,0
746886,home,112,Chicago Cubs,9.0,27,6,6,11,0,5,3,0,143,55,88,.620,12,5,0,0,0
745912,away,136,Seattle Mariners,8.0,24,3,2,4,0,9,3,0,118,36,82,.690,7,8,0,0,0
745912,home,142,Minnesota Twins,9.0,27,1,1,3,0,14,2,0,138,51,87,.630,3,8,0,0,0
745182,away,121,New York Mets,9.0,27,3,3,8,0,4,1,0,129,47,82,.640,8,4,0,0,0
745182,home,138,St. Louis Cardinals,9.0,27,4,3,10,1,5,2,0,134,45,89,.660,10,6,0,0,0
745669,away,140,Texas Rangers,9.0,27,2,1,7,0,8,2,0,146,49,97,.660,6,9,0,0,0
745669,home,133,Oakland Athletics,9.0,27,4,3,5,1,8,5,0,150,53,97,.650,9,2,0,0,0
746149,away,146,Miami Marlins,8.0,24,6,6,9,4,6,5,0,143,56,87,.610,4,6,0,0,0
746149,home,119,Los Angeles Dodgers,9.0,27,3,3,7,1,8,0,1,126,41,85,.670,8,5,0,0,0
745668,away,140,Texas Rangers,9.0,27,8,7,7,2,7,10,0,208,88,120,.580,13,4,0,0,0
745668,home,133,Oakland Athletics,9.0,27,15,9,19,1,10,5,1,206,75,131,.640,5,8,0,0,0
746638,away,116,Detroit Tigers,9.0,27,7,7,8,1,5,4,0,139,54,85,.610,6,8,0,0,0
746638,home,114,Cleveland Guardians,9.0,27,11,10,15,2,8,4,0,167,63,104,.620,12,1,0,0,0
746718,away,109,Arizona Diamondbacks,9.0,27,2,2,3,2,8,4,0,125,50,75,.600,9,5,0,0,0
746718,home,113,Cincinnati Reds,9.0,27,6,5,8,2,12,2,0,146,44,102,.700,6,5,0,0,0
745508,away,108,Los Angeles Angels,9.0,27,0,0,3,0,8,1,0,125,40,85,.680,11,5,0,1,0
745508,home,134,Pittsburgh Pirates,9.0,27,9,7,15,2,6,3,0,157,49,108,.690,14,5,0,0,0
745586,away,141,Toronto Blue Jays,8.0,24,10,10,11,2,10,3,2,153,54,99,.650,3,6,0,0,0
745586,home,143,Philadelphia Phillies,9.0,27,1,1,6,0,5,3,0,122,42,80,.660,13,3,0,0,0
744859,away,110,Baltimore Orioles,8.0,24,3,3,6,0,8,6,0,130,50,80,.620,11,3,0,0,0
744859,home,120,Washington Nationals,9.0,27,0,0,3,0,12,0,0,127,40,87,.690,11,3,0,1,0
745095,away,145,Chicago White Sox,8.0,24,5,4,8,2,4,4,0,162,64,98,.600,11,5,0,0,0
745095,home,139,Tampa Bay Rays,9.0,27,1,1,6,1,5,1,1,125,44,81,.650,10,8,0,0,0
745752,away,117,Houston Astros,8.0,24,10,10,13,3,3,6,2,163,61,102,.630,8,6,0,0,0
745752,home,147,New York Yankees,9.0,27,3,1,3,1,5,6,0,149,61,88,.590,11,3,0,0,0
747126,away,111,Boston Red Sox,8.0,24,4,4,7,1,7,4,1,123,43,80,.650,3,7,0,0,0
747126,home,144,Atlanta Braves,9.0,27,2,1,8,0,9,6,0,147,56,91,.620,9,6,0,0,0
746885,away,135,San Diego Padres,8.0,24,3,3,10,2,8,1,0,134,37,97,.720,9,3,0,0,0
746885,home,112,Chicago Cubs,9.0,27,2,2,9,1,8,2,0,134,49,85,.630,4,12,0,0,0
745915,away,136,Seattle Mariners,9.0,27,6,6,9,1,4,3,0,157,60,97,.620,9,7,0,0,0
745915,home,142,Minnesota Twins,9.0,27,10,10,10,2,11,5,2,181,67,114,.630,6,5,0,0,0
746315,away,158,Milwaukee Brewers,9.0,27,5,5,12,0,7,1,0,129,38,91,.710,10,5,0,0,0
746315,home,118,Kansas City Royals,9.0,27,6,5,12,3,8,2,0,147,47,100,.680,10,6,0,0,0
745186,away,121,New York Mets,9.0,27,5,5,11,3,11,5,0,167,68,99,.590,9,2,0,0,0
745186,home,138,St. Louis Cardinals,9.0,27,7,7,14,2,6,1,0,154,48,106,.690,10,7,0,0,0
746559,away,137,San Francisco Giants,9.0,27,0,0,4,0,7,4,0,125,46,79,.630,12,6,0,1,0
746559,home,115,Colorado Rockies,9.0,27,5,5,10,0,8,6,0,172,61,111,.650,9,5,0,0,0
746147,away,146,Miami Marlins,8.0,24,8,8,5,2,9,5,2,144,56,88,.610,5,4,0,0,0
746147,home,119,Los Angeles Dodgers,9.0,27,2,2,6,2,6,0,0,112,28,84,.750,13,2,0,0,0
745507,away,108,Los Angeles Angels,9.0,27,4,4,6,0,13,2,0,145,54,91,.630,10,2,0,0,0
745507,home,134,Pittsburgh Pirates,9.0,27,5,5,10,1,9,1,0,131,44,87,.660,7,7,0,0,0
745584,away,141,Toronto Blue Jays,9.0,27,3,3,7,0,7,2,0,137,44,93,.680,9,7,0,0,0
745584,home,143,Philadelphia Phillies,9.0,27,5,5,12,0,9,2,0,168,54,114,.680,8,4,0,0,0
746640,away,116,Detroit Tigers,9.1,28,5,2,5,1,7,2,0,130,39,91,.700,12,6,0,0,0
746640,home,114,Cleveland Guardians,10.0,30,4,4,7,0,9,0,1,160,53,107,.670,9,6,0,0,0
746312,away,158,Milwaukee Brewers,8.0,24,6,6,9,1,4,4,0,131,45,86,.660,5,9,0,0,0
746312,home,118,Kansas City Royals,9.0,27,4,4,8,1,6,6,0,148,52,96,.650,12,4,0,0,0
746879,away,135,San Diego Padres,9.0,27,0,0,1,0,15,2,1,146,55,91,.620,4,5,0,1,0
746879,home,112,Chicago Cubs,9.0,27,3,3,8,0,8,2,1,145,53,92,.630,9,5,0,0,0
746151,away,146,Miami Marlins,8.0,24,3,3,6,1,3,1,0,121,42,79,.650,8,6,0,0,0
746151,home,119,Los Angeles Dodgers,9.0,27,1,1,6,1,6,0,0,113,32,81,.720,8,5,0,0,0
745664,away,140,Texas Rangers,8.0,24,9,9,10,3,8,3,1,137,52,85,.620,5,6,0,0,0
745664,home,133,Oakland Athletics,9.0,27,4,4,9,2,8,1,0,136,44,92,.680,14,2,0,0,0
745659,away,140,Texas Rangers,9.0,27,11,9,14,2,11,7,0,182,67,115,.630,6,7,0,0,0
745659,home,133,Oakland Athletics,9.0,27,12,11,16,0,10,7,1,194,70,124,.640,6,6,0,0,0
746717,away,109,Arizona Diamondbacks,9.0,27,3,3,9,0,4,3,0,142,51,91,.640,9,3,0,0,0
746717,home,113,Cincinnati Reds,9.0,27,4,4,8,1,7,3,1,130,40,90,.690,9,4,0,0,0
744858,away,110,Baltimore Orioles,12.0,36,6,4,9,1,11,7,1,189,71,118,.620,10,6,0,0,0
744858,home,120,Washington Nationals,12.0,36,7,4,10,3,11,2,1,168,53,115,.680,11,3,0,0,0
745097,away,145,Chicago White Sox,9.0,27,1,1,4,0,11,3,0,137,55,82,.600,1,4,0,0,0
745097,home,139,Tampa Bay Rays,9.0,27,4,4,12,1,10,3,0,155,56,99,.640,6,3,0,0,0
745749,away,117,Houston Astros,8.0,24,9,9,11,3,4,6,0,135,54,81,.600,10,6,0,0,0
745749,home,147,New York Yankees,9.0,27,4,4,11,2,8,0,1,140,45,95,.680,8,7,0,0,0
747127,away,111,Boston Red Sox,8.0,24,5,5,9,3,3,2,0,119,43,76,.640,6,9,0,0,0
747127,home,144,Atlanta Braves,9.0,27,0,0,7,0,13,1,0,139,43,96,.690,10,2,0,1,0
745906,away,136,Seattle Mariners,8.0,24,6,6,7,3,9,1,0,116,33,83,.720,5,7,0,0,0
745906,home,142,Minnesota Twins,9.0,27,3,3,10,1,13,2,0,157,46,111,.710,6,6,0,0,0
746562,away,137,San Francisco Giants,9.0,27,6,6,12,1,7,4,0,155,54,101,.650,10,5,0,0,0
746562,home,115,Colorado Rockies,9.0,27,8,7,13,1,6,2,0,161,60,101,.630,9,7,0,0,0
746715,away,109,Arizona Diamondbacks,9.0,27,4,4,9,1,6,3,1,131,48,83,.630,5,8,0,0,0
746715,home,113,Cincinnati Reds,9.0,27,5,5,9,1,10,8,0,174,77,97,.560,6,1,0,0,0
745910,away,136,Seattle Mariners,8.0,24,11,10,11,2,8,3,1,149,53,96,.640,7,8,0,0,0
745910,home,142,Minnesota Twins,9.0,27,1,1,6,0,15,2,1,153,63,90,.590,3,5,0,0,0
746563,away,137,San Francisco Giants,8.0,24,9,9,14,1,9,0,0,129,31,98,.760,9,4,0,0,0
746563,home,115,Colorado Rockies,9.0,27,1,1,7,1,7,4,0,132,53,79,.600,12,1,0,0,0
745748,away,117,Houston Astros,9.0,27,3,3,6,2,10,5,0,167,68,99,.590,7,4,0,0,0
745748,home,147,New York Yankees,9.0,27,4,4,11,2,10,3,0,146,57,89,.610,8,6,0,0,0
746802,away,114,Cleveland Guardians,8.0,24,3,3,8,0,5,4,0,124,48,76,.610,4,7,0,0,0
746802,home,145,Chicago White Sox,9.0,27,2,2,9,2,7,0,1,135,39,96,.710,10,5,0,0,0
745995,away,138,St. Louis Cardinals,8.0,24,7,7,10,3,9,1,1,122,37,85,.700,6,3,0,0,0
745995,home,158,Milwaukee Brewers,9.0,27,1,1,6,1,12,4,1,160,56,104,.650,8,2,0,0,0
746241,away,118,Kansas City Royals,9.0,27,4,3,5,0,7,5,1,143,50,93,.650,6,9,0,0,0
746241,home,108,Los Angeles Angels,9.0,27,10,10,12,2,13,4,0,176,64,112,.640,4,4,0,0,0
746479,away,117,Houston Astros,9.0,27,2,2,7,0,9,3,0,133,51,82,.620,14,2,0,0,0
746479,home,116,Detroit Tigers,9.0,27,5,4,8,1,3,4,0,137,55,82,.600,14,4,0,0,0
745506,away,112,Chicago Cubs,9.0,27,2,1,7,0,12,3,0,147,53,94,.640,6,7,0,0,0
745506,home,134,Pittsburgh Pirates,9.0,27,7,6,14,1,5,3,0,140,38,102,.730,8,11,0,0,0
745094,away,147,New York Yankees,9.0,27,0,0,6,0,11,4,0,136,49,87,.640,5,4,0,1,0
745094,home,139,Tampa Bay Rays,9.0,27,2,2,9,1,9,2,0,145,52,93,.640,7,5,0,0,0
747043,away,109,Arizona Diamondbacks,8.0,24,4,4,7,0,5,4,0,123,44,79,.640,8,5,0,0,0
747043,home,110,Baltimore Orioles,9.0,27,2,2,7,1,8,2,1,148,56,92,.620,8,8,0,0,0
744940,away,142,Minnesota Twins,9.0,27,2,2,8,1,8,2,0,143,46,97,.680,8,5,0,0,0
744940,home,141,Toronto Blue Jays,9.0,27,3,3,7,1,5,0,0,115,34,81,.700,7,8,0,0,0
746964,away,120,Washington Nationals,9.0,27,1,1,9,0,9,5,0,156,60,96,.620,10,5,0,0,0
746964,home,111,Boston Red Sox,9.0,27,5,5,8,0,8,2,1,125,39,86,.690,11,4,0,0,0
745827,away,144,Atlanta Braves,9.0,27,2,2,4,1,10,2,0,135,48,87,.640,9,5,0,0,0
745827,home,121,New York Mets,9.0,27,4,4,7,3,6,4,0,142,57,85,.600,13,2,0,0,0
746071,away,143,Philadelphia Phillies,9.0,27,2,2,5,0,11,3,0,134,49,85,.630,8,3,0,0,0
746071,home,146,Miami Marlins,9.0,27,8,6,15,2,8,5,0,176,63,113,.640,9,4,0,0,0
746801,away,114,Cleveland Guardians,8.0,24,6,4,8,3,6,0,0,110,35,75,.680,11,6,0,0,0
746801,home,145,Chicago White Sox,9.0,27,3,3,8,2,12,1,0,143,43,100,.700,5,5,0,0,0
745993,away,138,St. Louis Cardinals,8.0,24,11,10,12,0,10,4,1,172,71,101,.590,7,2,0,0,0
745993,home,158,Milwaukee Brewers,9.0,27,2,2,5,1,4,1,1,124,35,89,.720,10,4,0,0,0
746553,away,140,Texas Rangers,8.0,24,4,3,10,0,10,3,0,127,41,86,.680,4,5,0,0,0
746553,home,115,Colorado Rockies,9.0,27,2,1,5,1,8,4,0,122,44,78,.640,13,4,0,0,0
746240,away,118,Kansas City Royals,9.0,27,1,1,5,1,9,2,0,132,42,90,.680,9,4,0,0,0
746240,home,108,Los Angeles Angels,9.0,27,2,2,7,1,7,3,0,142,52,90,.630,4,10,0,0,0
745421,away,119,Los Angeles Dodgers,8.1,25,2,2,3,1,13,2,0,120,36,84,.700,7,1,0,0,0
745421,home,135,San Diego Padres,9.0,27,1,1,4,0,11,4,0,130,40,90,.690,6,6,0,0,0
745264,away,133,Oakland Athletics,8.0,24,8,8,11,1,11,4,1,163,61,102,.630,5,4,0,0,0
745264,home,136,Seattle Mariners,9.0,27,1,1,7,0,9,2,1,144,50,94,.650,11,5,0,0,0
745340,away,113,Cincinnati Reds,9.0,27,2,2,7,1,6,2,0,146,54,92,.630,8,8,0,0,0
745340,home,137,San Francisco Giants,9.0,27,4,3,9,1,6,4,0,141,52,89,.630,13,2,0,0,0
744943,away,142,Minnesota Twins,8.0,24,10,10,16,3,3,4,0,186,65,121,.650,7,4,0,0,0
744943,home,141,Toronto Blue Jays,9.0,27,8,7,13,2,12,2,0,154,52,102,.660,4,2,0,0,0
747041,away,109,Arizona Diamondbacks,10.0,30,5,4,13,2,6,3,0,161,44,117,.730,13,3,0,0,0
747041,home,110,Baltimore Orioles,11.0,33,4,4,7,1,6,1,2,173,60,113,.650,12,9,0,0,0
745505,away,112,Chicago Cubs,8.0,24,10,10,11,5,7,5,0,158,58,100,.630,9,2,0,0,0
745505,home,134,Pittsburgh Pirates,9.0,27,9,9,10,1,13,10,2,199,85,114,.570,4,5,0,0,0
746963,away,120,Washington Nationals,8.0,24,4,4,6,1,7,1,0,121,34,87,.720,9,4,0,0,0
746963,home,111,Boston Red Sox,9.0,27,2,2,4,2,12,2,1,133,47,86,.650,7,2,0,0,0
745828,away,144,Atlanta Braves,9.0,27,1,1,2,1,8,6,0,164,65,99,.600,6,6,0,0,0
745828,home,121,New York Mets,9.0,27,4,4,7,1,10,4,1,139,56,83,.600,5,4,0,0,0
746069,away,143,Philadelphia Phillies,9.0,27,3,3,11,2,8,1,1,127,39,88,.690,6,4,0,0,0
746069,home,146,Miami Marlins,9.0,27,8,7,12,0,12,3,1,160,51,109,.680,7,3,0,0,0
745096,away,147,New York Yankees,8.0,24,7,7,8,2,8,5,0,148,59,89,.600,6,4,0,0,0
745096,home,139,Tampa Bay Rays,9.0,27,2,2,5,0,4,2,2,128,43,85,.660,9,7,0,0,0
746480,away,117,Houston Astros,8.0,24,8,8,11,3,9,5,0,171,68,103,.600,8,5,0,0,0
746480,home,116,Detroit Tigers,9.0,27,2,2,8,0,9,2,1,131,37,94,.720,8,5,0,0,0
746797,away,114,Cleveland Guardians,8.0,24,3,2,7,0,6,3,0,116,40,76,.660,10,3,0,0,0
746797,home,145,Chicago White Sox,9.0,27,1,1,4,1,9,1,0,129,42,87,.670,9,8,0,0,0
745344,away,113,Cincinnati Reds,8.0,24,5,5,7,1,9,1,1,143,52,91,.640,7,7,0,0,0
745344,home,137,San Francisco Giants,9.0,27,1,1,8,1,7,3,3,147,50,97,.660,8,3,0,0,0
745994,away,138,St. Louis Cardinals,8.0,24,5,5,6,1,9,5,2,162,72,90,.560,9,2,0,0,0
745994,home,158,Milwaukee Brewers,9.0,27,3,3,12,0,11,1,0,148,47,101,.680,3,4,0,0,0
746554,away,140,Texas Rangers,8.0,24,8,8,14,1,13,2,1,163,60,103,.630,3,2,0,0,0
746554,home,115,Colorado Rockies,9.0,27,3,3,8,1,7,3,0,130,43,87,.670,11,4,0,0,0
745422,away,119,Los Angeles Dodgers,9.0,27,0,0,6,0,6,0,1,137,42,95,.690,7,4,0,1,0
745422,home,135,San Diego Padres,9.0,27,5,5,5,2,10,6,0,152,63,89,.590,8,9,0,0,0
746232,away,118,Kansas City Royals,8.0,24,9,9,10,1,4,3,0,138,53,85,.620,11,6,0,0,0
746232,home,108,Los Angeles Angels,9.0,27,3,3,8,0,5,1,0,129,46,83,.640,5,10,0,0,0
745262,away,133,Oakland Athletics,9.0,27,1,1,3,1,7,0,0,115,40,75,.650,6,8,0,0,0
745262,home,136,Seattle Mariners,9.0,27,8,8,9,1,12,5,0,156,57,99,.630,5,8,0,0,0
747042,away,109,Arizona Diamondbacks,9.0,27,2,2,4,1,5,4,0,139,55,84,.600,14,3,0,0,0
747042,home,110,Baltimore Orioles,9.0,27,9,6,8,1,14,5,0,159,62,97,.610,6,6,0,0,0
746965,away,120,Washington Nationals,8.0,24,3,2,7,0,11,2,0,133,45,88,.660,6,4,0,0,0
746965,home,111,Boston Red Sox,9.0,27,2,2,5,1,3,4,1,121,52,69,.570,10,7,0,0,0
745499,away,112,Chicago Cubs,10.0,30,4,3,8,2,10,7,0,187,78,109,.580,6,7,0,0,0
745499,home,134,Pittsburgh Pirates,10.0,30,5,3,9,2,3,6,1,165,81,84,.510,5,11,0,0,0
744941,away,142,Minnesota Twins,9.0,27,1,1,2,0,11,1,2,153,58,95,.620,5,5,0,0,0
744941,home,141,Toronto Blue Jays,9.0,27,5,2,6,1,9,2,0,121,46,75,.620,11,2,0,0,0
746476,away,117,Houston Astros,9.0,27,3,3,6,1,10,3,1,147,48,99,.670,2,4,0,0,0
746476,home,116,Detroit Tigers,9.0,27,9,9,18,1,7,3,0,169,61,108,.640,7,4,0,0,0
746068,away,143,Philadelphia Phillies,9.0,27,7,6,8,1,9,5,2,151,53,98,.650,13,2,0,0,0
746068,home,146,Miami Marlins,10.0,30,6,6,6,1,11,6,0,165,65,100,.610,11,4,0,0,0
745092,away,147,New York Yankees,9.0,27,6,6,8,2,8,5,2,176,72,104,.590,9,3,0,0,0
745092,home,139,Tampa Bay Rays,9.0,27,10,10,11,5,4,3,1,141,43,98,.700,8,8,0,0,0
746798,away,114,Cleveland Guardians,9.0,27,0,0,6,0,5,3,1,128,46,82,.640,11,3,0,1,0
746798,home,145,Chicago White Sox,9.0,27,7,4,5,2,7,4,0,131,46,85,.650,14,4,0,0,0
745990,away,138,St. Louis Cardinals,9.0,27,3,3,7,0,8,3,0,135,47,88,.650,11,1,0,0,0
745990,home,158,Milwaukee Brewers,9.0,27,4,4,11,1,5,7,0,162,68,94,.580,10,4,0,0,0
746555,away,140,Texas Rangers,8.0,24,3,3,7,1,4,5,0,133,54,79,.590,10,3,0,0,0
746555,home,115,Colorado Rockies,9.0,27,1,1,9,0,3,2,0,133,48,85,.640,12,6,0,0,0
745345,away,113,Cincinnati Reds,9.2,29,6,4,9,1,8,3,2,158,51,107,.680,9,7,0,0,0
745345,home,137,San Francisco Giants,10.0,30,5,5,10,1,11,7,1,183,75,108,.590,7,7,0,0,0
746234,away,118,Kansas City Royals,9.0,27,2,2,6,1,12,0,0,123,38,85,.690,6,5,0,0,0
746234,home,108,Los Angeles Angels,9.0,27,4,4,11,0,8,0,0,135,43,92,.680,9,8,0,0,0
745419,away,119,Los Angeles Dodgers,8.0,24,4,4,9,3,5,2,2,150,56,94,.630,6,9,0,0,0
745419,home,135,San Diego Padres,9.0,27,0,0,4,0,9,1,0,144,42,102,.710,6,6,0,1,0
745255,away,133,Oakland Athletics,8.0,24,8,4,8,3,7,4,0,144,55,89,.620,8,5,0,0,0
745255,home,136,Seattle Mariners,9.0,27,4,4,9,3,9,1,0,140,53,87,.620,6,5,0,0,0
745825,away,144,Atlanta Braves,8.1,25,4,4,10,1,9,2,0,140,51,89,.640,10,5,0,0,0
745825,home,121,New York Mets,9.0,27,3,3,6,1,8,6,1,160,65,95,.590,10,4,0,0,0
747040,away,141,Toronto Blue Jays,10.0,30,2,2,3,2,8,2,0,129,48,81,.630,11,8,0,0,0
747040,home,110,Baltimore Orioles,10.0,30,3,2,8,1,4,5,0,151,54,97,.640,14,6,0,0,0
746471,away,146,Miami Marlins,8.0,24,6,3,8,1,6,2,0,134,41,93,.690,12,6,0,0,0
746471,home,116,Detroit Tigers,9.0,27,5,5,12,1,11,1,0,129,40,89,.690,4,8,0,0,0
746961,away,139,Tampa Bay Rays,9.0,27,3,3,8,1,8,1,0,152,47,105,.690,7,3,0,0,0
746961,home,111,Boston Red Sox,9.0,27,5,5,10,0,9,2,0,152,45,107,.700,6,5,0,0,0
745826,away,143,Philadelphia Phillies,10.0,30,4,4,9,0,8,5,0,174,58,116,.670,12,4,0,0,0
745826,home,121,New York Mets,10.0,30,5,4,8,1,10,4,1,165,62,103,.620,6,7,0,0,0
747128,away,112,Chicago Cubs,8.0,24,2,2,10,0,10,4,0,151,60,91,.600,8,3,0,0,0
747128,home,144,Atlanta Braves,9.0,27,0,0,5,0,8,3,0,124,33,91,.730,6,6,0,1,0
745991,away,134,Pittsburgh Pirates,9.0,27,6,5,13,1,11,2,0,178,62,116,.650,8,2,0,0,0
745991,home,158,Milwaukee Brewers,9.0,27,8,8,13,3,8,3,0,170,58,112,.660,13,3,0,0,0
745019,away,114,Cleveland Guardians,9.0,27,0,0,4,0,10,2,0,151,50,101,.670,6,10,0,1,0
745019,home,140,Texas Rangers,9.0,27,7,7,9,0,5,8,0,156,64,92,.590,6,6,0,0,0
746393,away,133,Oakland Athletics,8.0,24,9,7,10,2,3,4,1,123,48,75,.610,7,7,0,0,0
